"ML#","Status","Area","List Price","Address","Unit #","Nhood/Bldg","City","Tax ID","Zip Code","County","Zoning","El School","Jr High","Sr High","Prop Type","List Type","Legal","Yr Built","Yr Built Desc","Style","# Bedrms","Garage #","Garage Desc","Parking","Roof","Lot Size","SF Total","SF Up+Mn","SF Source","Lot Desc","Lot Dimensions","# Acres","Exterior","Sellr Disc","Bsmt/Fnd","XSt/Dir","Private Remarks","Public Remarks","Public Internet Site Display","Offer/Nego","Vtour#1","Kitch","Inter","Exter","Accss","Heat","Fuel","Cool","Insul","Water","Sewer","H/Wtr","PTax/Yr","Terms","SpAsmtBal","HOA/Spc/Slp","HOA Per","Inclds","Escrow Pref","Bank Owned/REO","SAID","BRCD","Office","Office Phone","Phone Ext","Show","Agent","Agent Phone","Tran","List Date","Exp Date","Fax","Poss","Owner","Owner Phone","Hours","Tenant/Other","Tenant Phone","Pend","DOM","Close Terms","O/Price","Close Price","Close Date","BAID","B/Agt","B/Office","CDOM","Auction Y/N","No Blog","No AVM","Short Sale","Amenities Y/N","Add. Structure Y/N","Condo Y/N","Farm Y/N","Water Rights Y/N","Elem School 2","High School 2","Green/Energy YN","Owner Name 2","Floating Home Y/N","Townhouse/Planned Comm Y/N","Non-Owner Occupant Y/N","Property Tax Year","Vtour#2","Jr High School 2","Vtour #3","ADU Y/N","Manufactured Y/N","Assumable Interest Rate","Assumable Remaining Months Ending"
102402406,ACT,141,725000,8075 N EDISON ST,,,Portland,R675148,97203,Multnomah,,James John,George,Jefferson,DETACHD,ER,"PARTITION PLAT 2016-39, LOT 2",2018,RESALE,"CONTEMP, CRAFTSM",4,1,"TUCKUNDR, ,",,COMP,"3K-4,999SF",2050,1939,TAX,GEN-SLP,,0.07,"LAP, FIBRCEM",EXEMPT,,N Richmond and N Edison,,"Stylish and totally turnkey, this 4-bed, 2.5-bath home offers over 2,000 sq ft of light-filled living with amazing views of the St. Johns Bridge. With three distinct (and covered) decks and balconies, this house is built to entertain and enjoy the beautiful surroundings any time of year. Inside you'll find an open floor plan, engineered wood floors, new carpet, a gas fireplace, and a sleek kitchen with quartz countertops, stainless steel appliances, and a large island perfect for gathering and entertaining. The spacious primary suite includes a walk-in closet and ensuite bath with soaking tub that features views of the St Johns bridge. The primary suite also has a covered balcony with breathtaking bridge and mountain views. One bedroom on the main level gives you flexibility for a home office, gym, or media room. Outside, enjoy a private fenced yard and off-street parking with tuck-under garage. Just blocks from the river, parks, and St. Johns shops and restaurants!",Y,CALL-SA,,"SSAPPL, SOLIDCNTR",HDWDENG,DECK,,FOR-90,GAS,CENTAIR,,PUBLICWTR,PUBLICSWR,ELECT,9281.74,"CASH, CONV, FHA, VA",,,,,FATCO - Thuy Nguyen,N,TWISSBRA,NEIR01,Neighbors Realty,503-444-9338,,SHWTIME,Brad Twiss,971-221-6724,8/25/2025 11:15:22 AM,2025-07-29,,,CLOSING,Patricia Stamper Trust FBO Adrien Gault,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
102445122,ACT,141,654900,7206 N AMHERST ST,,,Portland,R272868,97203,Multnomah,,James John,George,Roosevelt,DETACHD,ER,"SOUTH ST JOHNS, BLOCK 21, NLY 100' OF LOT 4",1982,REMOD,2STORY,4,2,"ATTACHD, ,",,COMP,"5K-6,999SF",2528,2528,TRIO,LEVEL,,0.12,"LAP, CULSTNE",DSCLOSUR,,"Exit 302 C, Follow N Greeley to N Willamette to N Amherst","Minutes to a prestigious university & Adidas. Brand new vinyl plank flooring on main floor, including bedrooms and bathrooms. Brand new carpet on upstairs' bedrooms. Remodeled bathrooms and kitchen!","Charming 4-Bedroom Home  – Prime Location! Just a 3-minute drive to a prestigious University. Gorgeous, brand new vinyl plank flooring on main floor, including bedrooms and bathrooms. Brand new carpet on upstairs' bedrooms. Spacious Living with 4 generously-sized bedrooms and 3 bathrooms. Cozy Living Room featuring a wood-burning fireplace for warm, inviting evenings. Functional and open floor plan with remodeled kitchen perfect for family gatherings. Step out onto your private deck overlooking a fenced yard—ideal for relaxation, pets, or entertaining. This home is designed for families, students, or professionals seeking convenience and comfort. This gem won't last long! Make this beautiful home yours.",Y,CALL-SA,,"DISHWAS, FS-RANG, FS-REFR, RNGHOOD","LAUNDRY, WASHDRY, WW-CARP, JET-TUB","DECK, FENCED, YARD",,FOR-AIR,GAS,CENTAIR,,PUBLICWTR,PUBLICSWR,GAS,8288.27,"CASH, CONV, FHA, VA",,,,,FATCO-Debbie Chase,N,MAHAFFYJ,GTNR01,Georgetown Realty Inc.,503-256-1112,,"RMLSLBX, VACANT, SEERMKS, SHWTIME, ALIGNED",John Mahaffy,503-256-1112,8/19/2025 11:01:52 AM,2025-08-15,,503-256-2342,CLOSING,GARY C CUNNINGHAM,,,,,,,,,,,,,,,N,Y,Y,N,,,,,,,,,COLLEEN CUNNINGHAM,,,,2024,,,,,,,
104623264,ACT,141,479000,8000 N WOOLSEY AVE,,Columbia Park,Portland,R292479,97203,Multnomah,,Astor,Astor,Roosevelt,DETACHD,ER,"UNIVERSITY PK, BLOCK 126, LOT 29-31",1950,REMOD,"RANCH, 1STORY",3,1,"ATTACHD, ,",,COMP,"7K-9,999SF",1860,1860,GIS,LEVEL,,0.17,"BRICK, WOODSID",DSCLOSUR,,"From Lombard, head North on Woolsey","*New flooring is being installed*  For questions or to submit an offer, contact Kaylyn Palmer at 360-977-0000.","New Price Alert! Charming Mid-Century Home in University Park/Portsmouth! This beautifully updated mid-century gem offers fresh interior paint, new carpet, a brand-new roof, several new windows, and a new water heater. The spacious, fully enclosed backyard—with alley access—provides ample privacy and versatility. Enjoy the convenience of driveway parking, plus additional street parking.Ideally situated just minutes from Columbia Park, popular eateries, coffee shops, grocery stores, and essential services. With easy access to I-5 and downtown St. Johns, this home combines comfort, style, and convenience. Don’t miss this opportunity to make it your own!",Y,CALL-SA,,"DISHWAS, FS-RANG, FS-REFR","CEILFAN, GAR-OPN, LAUNDRY, WW-CARP, LAM-FL","COVPATI, FENCED, PATIO, RV-PRKNG, TL-SHED, YARD, RV/BTSTRG","1LEVEL, MINSTEP, PARKING, WALKSHR","FOR-AIR, WOODSTV","OIL, WOOD",,,PUBLICWTR,PUBLICSWR,ELECT,4958.32,"CASH, CONV, FHA, VA",,,,,WFG - Leah Burton,N,PALMERKA,KWVP01,Keller Williams Premier Partners,360-693-3336,,UNDRCON,Kaylyn Palmer,360-977-0000,8/25/2025 5:38:50 PM,2025-02-20,,360-906-0027,,ZELMER FAMILY PROPERTIES LLC,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
108465378,ACT,141,419100,7225 N LOMBARD ST,,ST. JOHNS,Portland,R263721,97203,Multnomah,,James John,George,Roosevelt,DETACHD,ER,"ST CLOUD HTS ADD, BLOCK E, LOT 23&24",1923,REMOD,TRAD,2,1,"DETACHD, OVRSIZE,",,,"3K-4,999SF",1827,849,prev list,"LEVEL, TREES",,0.11,FIBRCEM,DSCLOSUR,,N Burr Ave to N Lombard St,"Offers: Include Seller agents - Stephen FitzMaurice, Jennifer Tangvald. Fastest response to your questions, Email us please. Seller is open to buyer concessions with a good offer. Buyer to verify sq. ft. Dimmable light fixtures with adjustable color temperature settings, electrical outlets replaced, updated front and back stairs, and many other additional touches done.","Remodeled Live / Work Bungalow. Fantastic location close to St. Johns downtown and across from popular food carts. Parking in front and along a long driveway with detached garage. Charming front porch. New luxury vinyl flooring, freshly painted interior, and new fixtures. Updated electrical and windows. Remodeled kitchen and bath. Light and bright living room with fireplace. Kitchen with nook and exterior access to back covered porch. Two bedrooms, full bath on main. Unfinished basement down. New ring doorbell and backdoor security light. Duct work cleaned. Flexible CM1 zoning. Ready to move in! Click the virtual tour link for a 3D home tour and floorplan.",Y,CALL-SA,https://www.zillow.com/view-imx/8bf699b6-3ba3-4dfd-891d-0110b01b383f?setAttribution=mls&wl=true&initialViewType=pano&utm_source=dashboard,,HI-CEIL,"FENCED, YARD",,FOR-AIR,GAS,,,PUBLICWTR,PUBLICSWR,ELECT,3840.74,"CASH, CONV, FHA, VA",,,,,Kim White - Fidelity,N,FITZMAUR,EXPL01,"eXp Realty, LLC",888-814-9613,,"RMLSLBX, ALIGNED",Stephen FitzMaurice,971-803-1590,8/26/2025 2:36:03 PM,2025-08-07,,541-883-2207,,TERESA FELIU,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,Y,,N,N,N,2024,https://my.matterport.com/show/?m=Bp4mMP1jSJ4,,https://realestateagentpdx.house/7225-n-lombard-st-virtual-tour-mls/,N,N,,
116262143,ACT,141,487100,5425 N SYRACUSE ST,,UNIVERSITY PARK,Portland,R248234,97203,Multnomah,R5,Astor,Astor,Roosevelt,DETACHD,EA,"PORTSMOUTH, BLOCK 10, S 55' OF W 8' OF LOT 19, S 55' OF LOT 20&21",1952,REMOD,TRAD,3,1,"ATTACHD, ,",,"COMP, SHINGLE","3K-4,999SF",1391,1391,Trio,"LEVEL, TREES",,0.09,FIBRCEM,DSCLOSUR,,N Portsmouth Ave to N Syracuse St,"Tenant Occupied. 24 hour notice required. Showing times available Friday after 5pm, Saturday and Sunday 11am-4pm. Use alligned for scheduling. Tenant lease ends December 31st 2025 but potentially can be negotiated for sooner move out with acceptable offer. Offers: Include Seller agents - Stephen FitzMaurice, Jennifer Tangvald, Michael Crosbie. Fastest response to your questions, Email us please. Seller is open to buyers' concessions.","Classic University Park Charmer on Corner Lot with R-5 Zoning. Perched on a sunny corner lot in the heart of University Park, this 1952 home blends original charm with thoughtful updates. Just blocks from the University of Portland, Astor Elementary and neighborhood cafés, it’s perfectly placed in one of North Portland’s most sought-after communities. Inside, refinished original hardwood floors run through the living room with tray ceiling, gas fireplace and large picture window. The refreshed kitchen features vintage tile floors and original cabinetry with updated hardware and soft-close features. Two main-level bedrooms each include built-ins, and a full bath sits between them. Upstairs is a beautifully remodeled attic bedroom with custom storage and updated flooring—ideal for privacy, guests or a creative workspace. The fully fenced yard includes raised beds ready for spring planting, a 3-zone irrigation system with rain sensor, and mature fruit trees—cherry, apple, pear and peach. An attached 333 sq ft garage adds bonus space for storage or projects. With solid systems and R-5 zoning for potential future development, this is a strong opportunity in one of North Portland’s most livable neighborhoods. SHOWINGS BY APPOINTMENT ONLY. PLEASE RESPECT TENANT PRIVACY",Y,CALL-SA,,"DISHWAS, DISPOSL, TILE, FS-RANG, FS-REFR","HARDWOD, LAUNDRY, TILE-FL, WASHDRY","COVPATI, FENCED, GARDEN, PORCH, SAUNA, SEC-LIT, SPRNKLR, YARD, RAISDBD",,FOR-AIR,GAS,NONE,,PUBLICWTR,PUBLICSWR,ELECT,3877.66,"CASH, CONV, FHA, VA",,,,,Kim White - Fidelity,N,FITZMAUR,EXPL01,"eXp Realty, LLC",888-814-9613,,"24HR-NC, OCCUPD, SEERMKS, ALIGNED",Stephen FitzMaurice,971-803-1590,8/13/2025 2:31:21 PM,2025-04-03,,541-883-2207,SUBJTEN,Christopher R Hawley,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
141485600,ACT,141,529000,4105 N WILLIS BLVD,,University Park,Portland,R292613,97203,Multnomah,R2.5,Astor,Astor,Roosevelt,,ER,"UNIVERSITY PK, BLOCK 137, LOT 12, E 10' OF LOT 13",1930,REMOD,,,4,", ,",,COMP,"3K-4,999SF",,,,"BUSLINE, CORNER, LEVEL, PUBLCRD, LT-RAIL",42.5' X 99.97',0.1,"LAP, WOODSID",,,House on the corner of N Willis Blvd & N Hurst Ave,"To show, just schedule through aligned. Just vacated duplex. PRE-LISTING INSPECTION DONE. HVAC(2016), SEWER LINE(2016), ROOF(2016), EXTERIOR PAINT & SIDING(2016), OIL TANK DECOMMISIONED(2016). Home Energy Score scheduled for this Tuesday.  Both units are currently vacant.","OPEN SUN 11AM-2PM. This well-maintained multifamily property offers a 5.9 Cap Rate and a fantastic opportunity for both homeowners or investors. Both apartments have been extensively updated, with a majority of the work completed in 2016. These comprehensive updates include a new roof, fresh exterior paint and siding, a modern HVAC system, and a brand-new sewer line, ensuring that both units are in excellent condition and ready for long-term use. In addition, Unit B was completely gutted to the studs in 2016 and rebuilt from the ground up, offering a fresh, modern living space. This property’s prime location is another standout feature, being just a short distance from several parks, light rail stations, and the vibrant Kenton neighborhood, which boasts a variety of restaurants and local amenities. Whether you’re looking to live in one unit and rent out the other or add a versatile asset to your investment portfolio, this property provides the perfect blend of modern updates, location and opportunity. both apartments have their own refrigerator, washer, dryer, range & more.  You got to see how cute, well-kept and conveniently located this duplex is.",Y,SA-ONLY,https://my.matterport.com/show/?m=vb48c6B5c5E,,,,,FOR-AIR,"ELECT, GAS",CENTAIR,,PUBLICWTR,PUBLICSWR,"ELECT, GAS",6238,"CASH, CONV, FHA, SGI, VA",,,,,Whitney Whijnhausen/FATCO,N,FONTANAE,PPGR04,"Premiere Property Group, LLC",503-670-9000,,"RMLSLBX, VACANT, SEERMKS, ALIGNED",Emilio Fontana,503-793-2612,8/21/2025 9:43:16 AM,2025-05-29,,,NEGO,Willis Properties LLC,,,,,,,,,,,,,,,N,Y,Y,N,,,,,,,,,,,,,2024,,,,,,,
141853810,ACT,141,629000,4110 N LOMBARD ST,,ARBOR LODGE/OVERLOOK,Portland,R219802,97203,Multnomah,R5,Astor,Astor,Roosevelt,DETACHD,ER,"MOCK CREST, BLOCK 94, LOT 1",2023,REMOD,"CUSTOM, LIV-WRK",4,1,"DETACHD, ,",,COMP,"5K-6,999SF",2777,1862,build plan,"CORNER, LEVEL",,0.15,FIBRCEM,DSCLOSUR,,Corner of N Lombard and N Hurst Ave,"OREF forms only per seller request. Excellent opportunity for live-work solution with ideal visibility. Home has been completely rebuilt from the foundation up following a fire and lives like NEW. Solid 6 rating energy score - very efficient! Kitchen has 2nd hookup for additional main level washer/dryer if desired. Wonderful neighbors in established PDX neighborhood. New bike lanes mean less vehicle traffic and oversized lot with gardening potential, pristine lawns, and room for your vision!","New construction beauty offering excellent live/work options that can be tailored to your vision and a sparkling all-new home! Every detail has been beautifully thought out with fine quartz and maple hardwood finishes, all-new appliances including washer/dryer, sunny great room living with fireplace, 2 bedrooms on the main level and 2 bedrooms up, sprawling finished daylight lower level bonus room with office option and oversized utility room. The possibilities are endless in this stunning home with double closets galore, oversized corner parcel, private yard with garden space, and detached garage wired for EV charger. Highly efficient with a 6 home energy score, very near University of Portland, and flawless inside and out! Run your dream business from this unique opportunity to own new construction in one of Portland most beloved and established high visibility neighborhoods.",Y,CALL-SA,,"DISHWAS, DISPOSL, GASAPPL, PANTRY, FS-RANG, FS-REFR, SSAPPL, QUARTZ","GAR-OPN, HARDWOD, LAUNDRY, SKYLITE, WASHDRY, LAM-FL, SOAKTUB, QUARTZ","COVPATI, FENCED, SPRNKLR, TL-SHED, YARD",MNBDBTH,FOR-95+,GAS,CENTAIR,,PUBLICWTR,PUBLICSWR,TNKLESS,5184.39,"CASH, CONV, FHA, VA",,,,,WFG  Winborne,N,HALLKEVI,CAHS04,Cascade Hasson Sotheby's International Realty,503-420-8650,,"RMLSLBX, VACANT, TEXT-SA, ALIGNED",Kevin Hall,503-799-7255,7/15/2025 9:55:17 AM,2025-03-14,,,,In Listing Office,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
142947497,ACT,141,549000,8913 N SENECA ST,,,Portland,R252612,97203,Multnomah,,James John,George,Roosevelt,DETACHD,ER,"RAVENA PK, BLOCK 3, SWLY 16' OF LOT 27, LOT 28&29",1943,RESALE,"TRAD, 2STORY",3,1,"ATTACHD, ,",,COMP,"5K-6,999SF",2118,1197,Trio,"CORNER, LEVEL, PRIVATE",,0.15,"BRICK, CEDAR, OTHER, SHAKESID",DSCLOSUR,,Corner of Seneca and Chicago,2010 solar panels installed. They owe zero and don't have any information on about them.  BOM at no fault of the seller.,"Ultra-Private Fenced Yard & Flexible 3-Bedroom Layout in St. Johns. Tucked behind a fully fenced entry path, this St. Johns gem offers rare privacy and undeniable character. The bright and open main floor flows easily between the living and dining areas, with a charming office nook featuring custom built-ins. French doors open directly to the backyard, creating effortless indoor-outdoor living. Two comfortable bedrooms and a full bath complete this inviting level. Downstairs, the finished lower level features an additional bedroom with a private entrance, full bath, large closet, and a compact flex area—ideal for a home office, craft space, or extra storage. With its layout and plumbing access, the space offers potential for a kitchenette, making it a great candidate for an ADU-style suite or private guest quarters. A spacious utility room adds even more versatility, offering ample storage for bikes, gear, or household items.The backyard hideaway is a true escape — filled with mature landscaping, raised garden beds, and thoughtful touches like a handmade garden fence and a whimsical tree-stump “throne” tucked among the greenery. Gather friends around the in-ground fire pit or craft wood-fired creations in the impressive stone pizza oven. The home comes with a paid-off solar panel system. Panels remain in place but have not been activated under current ownership, buyers can explore activation with Tesla if desired. The pull-through garage with dual doors opens to the backyard for flexible use as party space, hobby workshop, or additional parking.Recent updates include a new stainless steel refrigerator, dishwasher, and microwave (2025), new gas water heater (2023), Marmoleum basement flooring (2023), new basement steps and railings, and a new water service line and meter (2024). Situated on a quiet corner lot close to parks, shops, and dining, this home blends comfort, flexibility, and the kind of charm you can’t manufacture.",Y,CALL-SA,,"BI-MICO, DISHWAS, GASAPPL, TILE, FS-RANG, FS-REFR","CEILFAN, HARDWOD, LAUNDRY, HISPEED, SOAKTUB, VNYL-FL","FENCED, GARDEN, PORCH, RV-PRKNG, YARD, RAISDBD",,FOR-90,GAS,,,PUBLICWTR,PUBLICSWR,GAS,5462.92,"CASH, CONV, FHA, VA",,,,,Fidelity - Gina Naranjo,N,MCALLIST,MODR01,Modern Realty,971-340-6636,,"RMLSLBX, VACANT",Jordan McAllister,503-320-6219,8/25/2025 9:53:11 AM,2025-08-18,,,,"ROSE, CAROLINE",,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,Y,"BELSTON, RANDY",N,N,N,2024,,,,N,N,,
149170763,ACT,141,375000,9131 N LOMBARD ST,,,Portland,R180874,97203,Multnomah,,Sitton,George,Roosevelt,DETACHD,EA,"HILLS ADD, BLOCK 3, SELY 20' OF LOT 10, NLY 40.87' OF LOT 11, POT",1922,FIXER,2STORY,5,0,", ,",,,"5K-6,999SF",1932,1288,tax,,,0.13,"LAP, OTHER",DSCLOSUR,,Lombrd at St Louis (next to Plad Pantry -CM2 - Commercial Mixed Use 2 zoned,Asset is secured and boarded up. Write offer subject to review and inspection. An appointment will then be made for access. There is no lockbox.,"Retail - Office - Residential,  CM2 - Commercial Mixed Use 2.The CM2 zone is a medium-scale, commercial mixed-use zone intended for sites in a variety of centers, along corridors, and in other mixed use areas that are well served by frequent transit. The zone allows a wide range and mix of commercial and residential uses, as well as employment uses that have limited impacts.",Y,SA-ONLY,,,,,,FOR-AIR,GAS,,,PUBLICWTR,PUBLICSWR,,0,CASH,,,,,,N,BROADOUS,EQTY40,RE/MAX Equity Group,503-635-2660,,SEERMKS,"Melvin Broadous, PC",503-680-6293,8/26/2025 7:14:14 PM,2025-08-25,,503-636-4732,CLOSING,PCRI,,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,2024,,,,,,,
150064055,ACT,141,339900,7582 N Alma AVE,4,St Johns,Portland,New Construction,97203,Multnomah,,James John,George,Roosevelt,CONDO,ER,TBD,2025,NEW,"CONTEMP, TOWNHSE",2,0,", ,",,COMP,,896,896,Plans,"CORNER, LEVEL",,,FIBRCEM,EXEMPT,,Corner of N Alma and Leonard in character-rich St Johns,"Reservation: Text LA/CoLA then show, no need to confirm. LB is on front door of 7090 N Leonard St, Unit 1. Reservation only - contact LA/CoLA for details.  Send offers to info@toodb.com. Taxes, Legal + HOA TBD. *FHA Financing through preferred lender **Sales price is subject to buyer SDC approval. Non-SDC Waiver eligible Buyer is a $30k increase from advertised listing price. SDC waiver eligibility is primarily based on buyer's income being equal to or less than the MFI of $148,920 a year per family of 1-4 people. Buyer may receive with Seller’s preferred lender when purchasing this listing. See attached inspection promo for special rates! Seller does not authorize 1day codes. Images are of a neighboring unit in the community - exact layout and finishes may differ. SELLER TO PAY BUYERS FIRST YEAR OF HOA DUES!","SELLER TO PAY BUYERS FIRST YEAR OF HOA DUES! Hello future homeowner — I’ve been waiting for you in the heart of St. Johns. This is one of Portland’s most scenic and character-rich neighborhoods. Step inside and you’ll find I’m filled with light and air, thanks to my soaring ceilings and large windows. My Great Room floor plan is open and welcoming, perfect for quiet evenings or lively gatherings. You’ll notice my stylish finishes and thoughtful design in every detail — from the quality materials to the flow of the living spaces. In the kitchen, I offer you stainless steel appliances, solid surface countertops, a tile backsplash, custom cabinetry, and open shelving — everything you need to cook, create, and entertain. I have a handy half bath on the main floor for guests, and upstairs, two comfortable bedrooms and two full baths await, including a peaceful primary suite with a private ensuite retreat just for you. Outside, my quaint fenced-in patio opens up to a large and rare backyard space — perfect for gardening, entertaining, pets, or simply enjoying a little extra elbow room in the city. I’m nestled near Cathedral, Northgate, McKenna, St. Johns, and Pier Parks, and just across the St. Johns Bridge from Forest Park’s endless hiking trails. When you want to stay close to home, I’m surrounded by beloved neighborhood spots like John Street Café, Two Stroke Coffee, St. Johns Coffee Roasters, The Fixin’ To, and local breweries like StormBreaker and Occidental. Built with care by a local, Street of Dreams builder, I come with a one-year warranty — because I want you to feel secure and at home from the very beginning. My purchase price is subject to you qualifying for the Portland Housing Bureau’s SDC Program - my people are experts in this process! Need a little help with your down payment? Our friends at Umpqua Bank have their Umpqua Neighbors and Legacy Builder down payment assistance programs to help make your dream home a reality!",Y,SA-ONLY,https://youtu.be/E6bwVIIiLT8,"BI-MICO, DISHWAS, TILE, PLB-ICE, FS-RANG, SSAPPL, SOLIDCNTR","LAUNDRY, HI-CEIL","FENCED, PATIO, YARD",,MINISPT,ELECT,MINISPT,,PUBLICWTR,PUBLICSWR,ELECT,0,"CASH, CONV, FHA, VA",,,,,Fidelity - Kim White,N,BODLEDAR,KWPP01,Keller Williams Realty Portland Premiere,503-597-2444,,"RMLSLBX, VACANT, SEERMKS, TEXT-SA, TXT-COSA",Darryl Bodle,503-709-4632,8/11/2025 2:55:22 PM,2025-05-22,,503-597-5010,CLOSING,in listing office,,,,,,,,,,,,,,,N,Y,Y,N,N,N,Y,N,N,,,N,,N,N,N,,https://youtu.be/q-5pGHCR5dM,,,N,N,,
